"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr19"	45467771	45468270	500	"*"	501	"*"	6.41	5.89	6.78	-0.89	0.00157	0.0333	"Promoter (<=1kb)"	19	45467995	45473012	5018	1	"2354"	"uc060zys.1"	0	"ENSG00000125740"	"FOSB"	"FosB proto-oncogene, AP-1 transcription factor subunit"
"chr9"	127815026	127815525	500	"*"	501	"*"	3.71	1.89	4.49	-2.61	0.00158	0.0333	"3' UTR"	9	127815012	127854756	39745	2	"2022"	"uc004bsj.6"	39231	"ENSG00000106991"	"ENG"	"endoglin"
"chr5"	73796731	73797230	500	"*"	501	"*"	4.11	2.71	4.81	-2.1	0.00159	0.0336	"Intron (uc063enj.1/64283, intron 9 of 34)"	5	73626158	73911697	285540	1	"64283"	"uc063enj.1"	170573	"ENSG00000214944"	"ARHGEF28"	"Rho guanine nucleotide exchange factor 28"
"chr2"	128261459	128261958	500	"*"	501	"*"	3.22	4.12	0.37	3.74	0.00159	0.0337	"Intron (uc061nrr.1/9394, intron 1 of 2)"	2	128236716	128318396	81681	2	"9394"	"uc061nrr.1"	56438	"ENSG00000136720"	"HS6ST1"	"heparan sulfate 6-O-sulfotransferase 1"
"chr1"	173473702	173474201	500	"*"	501	"*"	3.63	4.43	1.67	2.76	0.0016	0.0337	"Distal Intergenic"	1	173477266	173488807	11542	1	"9588"	"uc001giy.2"	-3065	"ENSG00000117592"	"PRDX6"	"peroxiredoxin 6"
"chr13"	37460183	37460682	500	"*"	501	"*"	4.01	4.74	2.46	2.28	0.0016	0.0337	"Distal Intergenic"	13	37481467	37484769	3303	2	"103695431"	"uc058wmp.1"	24087	"ENSG00000230390"	"LINC01048"	"long intergenic non-protein coding RNA 1048"
"chr3"	29186930	29187429	500	"*"	501	"*"	3.66	1.78	4.45	-2.67	0.0016	0.0337	"Distal Intergenic"	3	29280982	30010391	729410	1	"27303"	"uc062hsh.1"	-93553	"ENSG00000144642"	"RBMS3"	"RNA binding motif single stranded interacting protein 3"
"chr6"	11772227	11772726	500	"*"	501	"*"	4.03	2.5	4.76	-2.25	0.00162	0.034	"Intron (uc003nab.4/84830, intron 1 of 5)"	6	11713524	11779170	65647	2	"84830"	"uc003nab.4"	6444	"ENSG00000111863"	"ADTRP"	"androgen dependent TFPI regulating protein"
"chr5"	87127805	87128304	500	"*"	501	"*"	4.28	2.88	4.98	-2.1	0.00162	0.034	"Intron (uc063fdm.1/101929380, intron 2 of 2)"	5	86967321	87137712	170392	1	"101929380"	"uc063fdm.1"	160484	NA	"LOC101929380"	"uncharacterized LOC101929380"
"chr6"	130906707	130907206	500	"*"	501	"*"	4.34	5.01	3.07	1.94	0.00163	0.0343	"Intron (uc003qcg.2/2037, intron 5 of 16)"	6	130839347	131000767	161421	2	"2037"	"uc003qcg.2"	93561	"ENSG00000079819"	"EPB41L2"	"erythrocyte membrane protein band 4.1 like 2"
"chr8"	8550007	8550506	500	"*"	501	"*"	4.87	3.93	5.44	-1.51	0.00163	0.0343	"Distal Intergenic"	8	8701938	8704106	2169	1	"137075"	"uc003wsi.4"	-151432	"ENSG00000253958"	"CLDN23"	"claudin 23"
"chr6"	35655449	35655948	500	"*"	501	"*"	3.36	4.22	0.92	3.3	0.00163	0.0343	"Intron (uc011dte.1/2289, intron 1 of 10)"	6	35573585	35688915	115331	2	"2289"	"uc011dte.1"	32967	"ENSG00000096060"	"FKBP5"	"FK506 binding protein 5"
"chr8"	58879383	58879882	500	"*"	501	"*"	3.63	4.45	1.53	2.92	0.00163	0.0343	"Intron (uc003xtw.1/9760, intron 3 of 8)"	8	58805418	59119208	313791	2	"9760"	"uc003xtw.1"	239326	"ENSG00000198846"	"TOX"	"thymocyte selection associated high mobility group box"
"chr3"	81608023	81608522	500	"*"	501	"*"	3.98	4.71	2.43	2.28	0.00164	0.0343	"Intron (uc062lqz.1/2632, intron 7 of 15)"	3	81489699	81762161	272463	2	"2632"	"uc062lqz.1"	153639	"ENSG00000114480"	"GBE1"	"1,4-alpha-glucan branching enzyme 1"
"chr5"	167945635	167946134	500	"*"	501	"*"	3.01	-0.37	3.94	-4.31	0.00164	0.0344	"Intron (uc031slx.2/57451, intron 3 of 28)"	5	167284799	168262996	978198	1	"57451"	"uc031slx.2"	660836	"ENSG00000145934"	"TENM2"	"teneurin transmembrane protein 2"
"chr5"	98307911	98308410	500	"*"	501	"*"	5.08	4.14	5.65	-1.51	0.00165	0.0344	"Distal Intergenic"	5	98768650	98779919	11270	1	"285704"	"uc063frk.1"	-460240	"ENSG00000174136"	"RGMB"	"repulsive guidance molecule BMP co-receptor b"
"chr4"	121789675	121790174	500	"*"	501	"*"	4.37	3.09	5.04	-1.95	0.00165	0.0344	"Distal Intergenic"	4	121801317	121816909	15593	1	"5393"	"uc003iea.4"	-11143	"ENSG00000123737"	"EXOSC9"	"exosome component 9"
"chr1"	51616941	51617440	500	"*"	501	"*"	5.87	6.3	5.25	1.05	0.00165	0.0345	"Promoter (<=1kb)"	1	51617092	51787966	170875	1	"114883"	"uc057glq.1"	0	"ENSG00000117859"	"OSBPL9"	"oxysterol binding protein like 9"
"chr1"	182604123	182604622	500	"*"	501	"*"	4	2.5	4.72	-2.21	0.00165	0.0345	"Promoter (<=1kb)"	1	182598623	182604408	5786	2	"6004"	"uc001gpl.5"	0	"ENSG00000143333"	"RGS16"	"regulator of G protein signaling 16"
"chr12"	78193039	78193538	500	"*"	501	"*"	4.08	4.81	2.56	2.25	0.00168	0.0349	"Intron (uc001syo.5/89795, intron 33 of 38)"	12	77831289	78210638	379350	1	"89795"	"uc001syo.5"	361750	"ENSG00000067798"	"NAV3"	"neuron navigator 3"
"chr7"	130921190	130921689	500	"*"	501	"*"	4.96	4.07	5.51	-1.45	0.00168	0.0349	"Intron (uc064ibh.1/100506860, intron 4 of 4)"	7	130853720	130928649	74930	1	"100506860"	"uc064ibh.1"	67470	NA	"LINC00513"	"long intergenic non-protein coding RNA 513"
"chr14"	96225517	96226016	500	"*"	501	"*"	3	-0.37	3.93	-4.3	0.00168	0.035	"Intron (uc010avl.3/624, intron 1 of 2)"	14	96204844	96263929	59086	1	"623"	"uc059ewd.1"	20673	"ENSG00000100739"	"BDKRB1"	"bradykinin receptor B1"
"chr19"	18639733	18640232	500	"*"	501	"*"	3.11	4.04	-0.16	4.19	0.00168	0.035	"Promoter (2-3kb)"	19	18636965	18671714	34750	1	"55295"	"uc002njz.2"	2768	"ENSG00000167487"	"KLHL26"	"kelch like family member 26"
"chr7"	108149091	108149590	500	"*"	501	"*"	3.11	4.04	-0.16	4.19	0.00168	0.035	"3' UTR"	7	108147623	108156637	9015	2	"4897"	"uc003vez.4"	7047	"ENSG00000091129"	"NRCAM"	"neuronal cell adhesion molecule"
"chr2"	126656493	126656992	500	"*"	501	"*"	5.34	5.84	4.57	1.27	0.0017	0.0353	"Promoter (<=1kb)"	2	126655933	126696670	40738	1	"2995"	"uc002tnq.5"	560	"ENSG00000136732"	"GYPC"	"glycophorin C (Gerbich blood group)"
"chr16"	67000686	67001185	500	"*"	501	"*"	4.59	5.21	3.49	1.71	0.0017	0.0353	"3' UTR"	16	66988589	67009758	21170	1	"283848"	"uc010vix.3"	12097	"ENSG00000172824"	"CES4A"	"carboxylesterase 4A"
"chr11"	65918257	65918756	500	"*"	501	"*"	6.38	5.86	6.75	-0.89	0.0017	0.0353	"Promoter (<=1kb)"	11	65916808	65919117	2310	2	"83638"	"uc001ogi.4"	361	"ENSG00000175573"	"C11orf68"	"chromosome 11 open reading frame 68"
"chr16"	3028343	3028842	500	"*"	501	"*"	4.28	2.97	4.95	-1.99	0.00171	0.0354	"Exon (uc059pto.1/146439, exon 5 of 7)"	16	3027682	3031974	4293	2	"146439"	"uc059pto.1"	3132	"ENSG00000162069"	"BICDL2"	"BICD family like cargo adaptor 2"
"chr9"	137200448	137200947	500	"*"	501	"*"	7.03	7.35	6.61	0.74	0.00173	0.0358	"Promoter (<=1kb)"	9	137191617	137200798	9182	2	"286262"	"uc004clu.4"	0	"ENSG00000176058"	"TPRN"	"taperin"
"chr12"	65887118	65887617	500	"*"	501	"*"	3.22	4.11	0.48	3.63	0.00173	0.0359	"Intron (uc001ssx.4/8091, intron 3 of 4)"	12	65824131	65966295	142165	1	"8091"	"uc001ssx.4"	62987	"ENSG00000149948"	"HMGA2"	"high mobility group AT-hook 2"
"chr5"	94433245	94433744	500	"*"	501	"*"	3.65	4.47	1.53	2.94	0.00174	0.0359	"Intron (uc063fkk.1/285600, intron 13 of 19)"	5	94152966	94618571	465606	2	"285600"	"uc063fkk.1"	184827	"ENSG00000185261"	"KIAA0825"	"KIAA0825"
"chr15"	72216664	72217163	500	"*"	501	"*"	3.71	1.89	4.49	-2.61	0.00174	0.0359	"Intron (uc002atw.2/5315, intron 3 of 10)"	15	72199029	72231386	32358	2	"5315"	"uc002atw.2"	14223	"ENSG00000067225"	"PKM"	"pyruvate kinase M1/2"
"chr12"	71648098	71648597	500	"*"	501	"*"	3.72	1.88	4.5	-2.62	0.00174	0.0359	"Intron (uc001swo.4/196441, intron 2 of 34)"	12	71609472	71663969	54498	2	"196441"	"uc001swo.4"	15372	"ENSG00000133858"	"ZFC3H1"	"zinc finger C3H1-type containing"
"chr18"	77191095	77191594	500	"*"	501	"*"	3.11	4.03	-0.16	4.18	0.00174	0.0359	"Intron (uc060qht.1/uc060qht.1, intron 2 of 4)"	18	77017119	77133683	116565	2	"4155"	"uc060qhm.1"	-57412	"ENSG00000197971"	"MBP"	"myelin basic protein"
"chr15"	74428372	74428871	500	"*"	501	"*"	3.69	1.74	4.49	-2.75	0.00174	0.0359	"Intron (uc002axv.4/8482, intron 1 of 13)"	15	74409289	74434467	25179	2	"8482"	"uc002axv.4"	5596	"ENSG00000138623"	"SEMA7A"	"semaphorin 7A (John Milton Hagen blood group)"
"chr21"	34869966	34870465	500	"*"	501	"*"	4.34	3.06	5.01	-1.95	0.00176	0.0361	"Intron (uc002yuh.3/861, intron 2 of 5)"	21	34787801	34888690	100890	2	"861"	"uc002yuh.3"	18225	"ENSG00000159216"	"RUNX1"	"runt related transcription factor 1"
"chr9"	2016963	2017462	500	"*"	501	"*"	5.91	6.34	5.32	1.02	0.00176	0.0362	"Promoter (<=1kb)"	9	2017087	2039689	22603	1	"6595"	"uc064rwb.2"	0	"ENSG00000080503"	"SMARCA2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"chr5"	169976985	169977484	500	"*"	501	"*"	4.63	3.44	5.27	-1.83	0.00176	0.0362	"Intron (uc003maf.3/1794, intron 27 of 51)"	5	169864264	169980740	116477	2	"100131897"	"uc003mag.3"	3256	"ENSG00000204767"	"FAM196B"	"family with sequence similarity 196 member B"
"chr19"	10817359	10817858	500	"*"	501	"*"	7.14	6.74	7.46	-0.72	0.00176	0.0362	"Promoter (<=1kb)"	19	10817426	10817496	71	2	"406976"	"uc010xlj.1"	0	"ENSG00000207752"	"MIR199A1"	"microRNA 199a-1"
"chr7"	76302457	76302956	500	"*"	501	"*"	9.12	9.34	8.85	0.5	0.00177	0.0362	"Promoter (<=1kb)"	7	76302544	76304295	1752	1	"3315"	"uc003uew.4"	0	"ENSG00000106211"	"HSPB1"	"heat shock protein family B (small) member 1"
"chr22"	17158764	17159263	500	"*"	501	"*"	7.01	7.33	6.61	0.72	0.00177	0.0363	"Promoter (<=1kb)"	22	17137579	17159255	21677	2	"27440"	"uc062bfv.1"	0	"ENSG00000069998"	"HDHD5"	"haloacid dehalogenase like hydrolase domain containing 5"
"chr5"	73444800	73445299	500	"*"	501	"*"	4.35	3.12	5	-1.88	0.00178	0.0364	"Exon (uc063eml.1/uc063eml.1, exon 2 of 2)"	5	73446256	73448362	2107	2	"2297"	"uc032uyj.2"	3063	"ENSG00000251493"	"FOXD1"	"forkhead box D1"
"chr15"	48592260	48592759	500	"*"	501	"*"	5.36	5.88	4.54	1.34	0.00178	0.0365	"Intron (uc001zwx.3/2200, intron 6 of 65)"	15	48408306	48645849	237544	2	"2200"	"uc001zwx.3"	53090	"ENSG00000166147"	"FBN1"	"fibrillin 1"
"chr19"	3336802	3337301	500	"*"	501	"*"	5.37	5.88	4.56	1.32	0.00178	0.0365	"Distal Intergenic"	19	3359563	3469217	109655	1	"4782"	"uc002lxo.3"	-22262	"ENSG00000141905"	"NFIC"	"nuclear factor I C"
"chr5"	53167835	53168334	500	"*"	501	"*"	3.91	4.65	2.32	2.33	0.00178	0.0365	"Distal Intergenic"	5	53100453	53110063	9611	2	"4338"	"uc063dno.1"	-57772	"ENSG00000164172"	"MOCS2"	"molybdenum cofactor synthesis 2"
"chr4"	101367234	101367733	500	"*"	501	"*"	3.96	2.44	4.69	-2.25	0.00179	0.0365	"Distal Intergenic"	4	101098418	101348278	249861	2	"5530"	"uc062yno.1"	-18956	"ENSG00000138814"	"PPP3CA"	"protein phosphatase 3 catalytic subunit alpha"
"chr8"	38660085	38660584	500	"*"	501	"*"	4.77	5.37	3.74	1.63	0.00179	0.0365	"Distal Intergenic"	8	38728186	38850793	122608	1	"6867"	"uc003xmc.5"	-67602	"ENSG00000147526"	"TACC1"	"transforming acidic coiled-coil containing protein 1"
"chr7"	6385334	6385833	500	"*"	501	"*"	3.86	2.24	4.6	-2.36	0.00179	0.0365	"Intron (uc003spx.4/5879, intron 1 of 5)"	7	6374523	6403977	29455	1	"5879"	"uc003spx.4"	10811	"ENSG00000136238"	"RAC1"	"Rac family small GTPase 1"
"chr13"	40924005	40924504	500	"*"	501	"*"	3.42	4.27	1.06	3.21	0.0018	0.0366	"Distal Intergenic"	13	40933352	40982225	48874	2	"1997"	"uc010tfc.3"	57721	"ENSG00000120690"	"ELF1"	"E74 like ETS transcription factor 1"
"chr1"	155194227	155194726	500	"*"	501	"*"	6.97	7.29	6.57	0.72	0.0018	0.0367	"Promoter (<=1kb)"	1	155195167	155195275	109	1	"693235"	"uc021pas.2"	-441	"ENSG00000284586"	"MIR92B"	"microRNA 92b"
"chr1"	85441161	85441660	500	"*"	501	"*"	3.47	1.32	4.3	-2.99	0.0018	0.0367	"Intron (uc057iac.1/uc057iac.1, intron 2 of 2)"	1	85318481	85578250	259770	2	"23576"	"uc001dlc.4"	136590	"ENSG00000153904"	"DDAH1"	"dimethylarginine dimethylaminohydrolase 1"
"chr3"	37075727	37076226	500	"*"	501	"*"	3.71	4.52	1.71	2.8	0.00181	0.0369	"Intron (uc003cgt.4/9209, intron 7 of 13)"	3	37052656	37176360	123705	2	"9209"	"uc003cgt.4"	100134	"ENSG00000093167"	"LRRFIP2"	"LRR binding FLII interacting protein 2"
"chr1"	150619981	150620480	500	"*"	501	"*"	5.45	5.94	4.72	1.21	0.00182	0.037	"Intron (uc057kpg.1/2029, intron 4 of 4)"	1	150600851	150629566	28716	2	"2029"	"uc057kpg.1"	9086	"ENSG00000143420"	"ENSA"	"endosulfine alpha"
"chr19"	51367677	51368176	500	"*"	501	"*"	7.08	7.4	6.67	0.72	0.00182	0.037	"Promoter (<=1kb)"	19	51367100	51367977	878	2	"125875"	"uc061bxd.1"	0	"ENSG00000160318"	"CLDND2"	"claudin domain containing 2"
"chr20"	33443385	33443884	500	"*"	501	"*"	5.93	6.37	5.3	1.07	0.00182	0.037	"Promoter (<=1kb)"	20	33407955	33443892	35938	2	"6640"	"uc002wzd.2"	8	"ENSG00000101400"	"SNTA1"	"syntrophin alpha 1"
"chr3"	158672377	158672876	500	"*"	501	"*"	5.05	4.19	5.58	-1.39	0.00182	0.037	"Promoter (<=1kb)"	3	158666414	158672693	6280	2	"56925"	"uc003fch.3"	0	"ENSG00000079257"	"LXN"	"latexin"
"chr1"	240258863	240259362	500	"*"	501	"*"	5.96	5.37	6.37	-0.99	0.00183	0.037	"Intron (uc010pyd.3/56776, intron 7 of 17)"	1	240091880	240475189	383310	1	"56776"	"uc010pyd.3"	166983	"ENSG00000155816"	"FMN2"	"formin 2"
"chr3"	105944745	105945244	500	"*"	501	"*"	3.49	1.37	4.31	-2.94	0.00183	0.0371	"Distal Intergenic"	3	105680992	105869043	188052	2	"868"	"uc003dwe.3"	-75702	"ENSG00000114423"	"CBLB"	"Cbl proto-oncogene B"
"chr6"	158814383	158814882	500	"*"	501	"*"	3.34	4.2	0.92	3.28	0.00183	0.0371	"Intron (uc003qrt.5/7430, intron 1 of 12)"	6	158765741	158818227	52487	2	"7430"	"uc003qrt.5"	3345	"ENSG00000092820"	"EZR"	"ezrin"
"chr20"	4225821	4226320	500	"*"	501	"*"	4.26	2.93	4.94	-2	0.00185	0.0373	"Intron (uc002wkr.3/146, intron 1 of 1)"	20	4220631	4249074	28444	2	"146"	"uc002wkr.3"	22754	"ENSG00000171873"	"ADRA1D"	"adrenoceptor alpha 1D"
"chr9"	76863429	76863928	500	"*"	501	"*"	3.59	4.4	1.58	2.82	0.00185	0.0373	"Intron (uc010mpk.4/158471, intron 1 of 18)"	9	76611377	76906087	294711	2	"158471"	"uc010mpk.4"	42159	"ENSG00000106772"	"PRUNE2"	"prune homolog 2"
"chr4"	120049551	120050050	500	"*"	501	"*"	4.09	2.71	4.79	-2.08	0.00185	0.0373	"Distal Intergenic"	4	120059828	120061036	1209	2	"4085"	"uc062zhd.1"	10986	"ENSG00000164109"	"MAD2L1"	"mitotic arrest deficient 2 like 1"
"chr4"	122902730	122903229	500	"*"	501	"*"	3.88	2.27	4.62	-2.35	0.00185	0.0373	"Intron (uc062zkm.1/11162, intron 3 of 4)"	4	122892575	122922582	30008	2	"11162"	"uc062zkm.1"	19353	"ENSG00000170917"	"NUDT6"	"nudix hydrolase 6"
"chr1"	81584407	81584906	500	"*"	501	"*"	3.53	4.36	1.31	3.05	0.00185	0.0373	"Intron (uc057hww.1/23266, intron 3 of 4)"	1	81306160	81735330	429171	1	"23266"	"uc057hww.1"	278247	"ENSG00000117114"	"ADGRL2"	"adhesion G protein-coupled receptor L2"
"chr19"	45792482	45792981	500	"*"	501	"*"	6.58	6.95	6.08	0.87	0.00185	0.0373	"Promoter (<=1kb)"	19	45782947	45792802	9856	2	"1762"	"uc021uwc.2"	0	"ENSG00000185800"	"DMWD"	"DM1 locus, WD repeat containing"
"chr10"	58637325	58637824	500	"*"	501	"*"	3.42	4.26	1.2	3.06	0.00186	0.0373	"Intron (uc001jki.2/80114, intron 2 of 20)"	10	58513140	58831437	318298	1	"80114"	"uc001jki.2"	124185	"ENSG00000122870"	"BICC1"	"BicC family RNA binding protein 1"
"chr19"	43205144	43205643	500	"*"	501	"*"	4.48	3.33	5.11	-1.78	0.00187	0.0375	"Promoter (<=1kb)"	19	43192751	43205563	12813	2	"5672"	"uc002ovz.5"	0	"ENSG00000243137"	"PSG4"	"pregnancy specific beta-1-glycoprotein 4"
"chr3"	73516633	73517132	500	"*"	501	"*"	4.97	5.52	4.07	1.44	0.00187	0.0376	"Intron (uc003dpl.2/23024, intron 3 of 9)"	3	73382433	73624940	242508	2	"23024"	"uc003dpl.2"	107808	"ENSG00000121440"	"PDZRN3"	"PDZ domain containing ring finger 3"
"chr3"	52533054	52533553	500	"*"	501	"*"	4.94	5.5	4	1.5	0.00187	0.0376	"Promoter (<=1kb)"	3	52527294	52533531	6238	2	"64943"	"uc062knk.1"	0	"ENSG00000168268"	"NT5DC2"	"5'-nucleotidase domain containing 2"
"chr11"	29317844	29318343	500	"*"	501	"*"	4.59	3.48	5.21	-1.73	0.00188	0.0376	"Distal Intergenic"	11	29980113	29982392	2280	2	"106456574"	"uc057zzq.1"	664049	"ENSG00000261340"	"LINC01616"	"long intergenic non-protein coding RNA 1616"
"chr6"	137804590	137805089	500	"*"	501	"*"	3.09	4.01	-0.16	4.17	0.00188	0.0376	"Distal Intergenic"	6	137823673	137825894	2222	2	"100130476"	"uc063rud.1"	20805	"ENSG00000237499"	"LOC100130476"	"uncharacterized LOC100130476"
"chr4"	77002216	77002715	500	"*"	501	"*"	4.24	4.93	2.88	2.04	0.00188	0.0376	"Intron (uc003hkj.4/55752, intron 2 of 9)"	4	76949703	77038614	88912	1	"55752"	"uc003hkj.4"	52513	"ENSG00000138758"	"SEPT11"	"septin 11"
"chr9"	99046629	99047128	500	"*"	501	"*"	3.7	4.5	1.71	2.79	0.00188	0.0376	"Intron (uc004azb.3/1306, intron 26 of 41)"	9	98943639	99070792	127154	1	"1306"	"uc004azb.3"	102990	"ENSG00000204291"	"COL15A1"	"collagen type XV alpha 1 chain"
"chr7"	84638037	84638536	500	"*"	501	"*"	3.87	2.27	4.62	-2.35	0.00189	0.0377	"Distal Intergenic"	7	84549206	84584322	35117	1	"101927378"	"uc064exs.1"	88831	"ENSG00000235139"	"LOC101927378"	"uncharacterized LOC101927378"
"chr10"	75235573	75236072	500	"*"	501	"*"	4.03	4.74	2.56	2.18	0.0019	0.0378	"Promoter (<=1kb)"	10	75233969	75236011	2043	2	"118881"	"uc001jxb.4"	0	"ENSG00000165644"	"COMTD1"	"catechol-O-methyltransferase domain containing 1"
"chr3"	99544903	99545402	500	"*"	501	"*"	3.09	4.01	-0.16	4.17	0.0019	0.0378	"Distal Intergenic"	3	99638475	99680462	41988	1	"1295"	"uc062lxx.1"	-93073	"ENSG00000144810"	"COL8A1"	"collagen type VIII alpha 1 chain"
"chr2"	237178418	237178917	500	"*"	501	"*"	5.34	4.59	5.83	-1.24	0.0019	0.0379	"Distal Intergenic"	2	237096678	237098160	1483	1	"10920"	"uc061tzi.1"	81740	"ENSG00000198612"	"COPS8"	"COP9 signalosome subunit 8"
"chr3"	48694735	48695234	500	"*"	501	"*"	5.48	5.96	4.74	1.22	0.00191	0.0381	"3' UTR"	3	48688003	48717250	29248	2	"51447"	"uc003cuq.4"	22016	"ENSG00000068745"	"IP6K2"	"inositol hexakisphosphate kinase 2"
"chr20"	51631315	51631814	500	"*"	501	"*"	4.67	5.31	3.49	1.82	0.00191	0.0381	"Intron (uc010gih.2/10079, intron 10 of 22)"	20	51596514	51768328	171815	2	"10079"	"uc010gih.2"	136514	"ENSG00000054793"	"ATP9A"	"ATPase phospholipid transporting 9A (putative)"
"chr1"	147292755	147293254	500	"*"	501	"*"	4.17	2.78	4.86	-2.08	0.00192	0.0382	"Intron (uc010ozp.3/9557, intron 15 of 17)"	1	147258885	147517875	258991	2	"100289211"	"uc057kep.1"	224621	"ENSG00000278811"	"LINC00624"	"long intergenic non-protein coding RNA 624"
"chr20"	38143455	38143954	500	"*"	501	"*"	3.93	4.7	2.19	2.5	0.00192	0.0382	"Intron (uc002xhr.5/7052, intron 6 of 12)"	20	38127387	38165372	37986	2	"7052"	"uc002xhr.5"	21418	"ENSG00000198959"	"TGM2"	"transglutaminase 2"
"chr7"	107982878	107983377	500	"*"	501	"*"	3.76	4.54	1.92	2.62	0.00192	0.0382	"Intron (uc003vev.3/3912, intron 5 of 31)"	7	107923803	108002027	78225	2	"3912"	"uc003vev.3"	18650	"ENSG00000091136"	"LAMB1"	"laminin subunit beta 1"
"chr9"	21506736	21507235	500	"*"	501	"*"	4.78	3.81	5.35	-1.54	0.00192	0.0382	"Intron (uc003zpe.3/554202, intron 1 of 3)"	9	21455642	21559669	104028	2	"554202"	"uc003zpe.3"	52434	NA	"MIR31HG"	"MIR31 host gene"
"chr15"	33114212	33114711	500	"*"	501	"*"	4.54	3.42	5.17	-1.74	0.00192	0.0382	"Intron (uc031qrh.2/342184, intron 4 of 20)"	15	32765545	33194733	429189	2	"342184"	"uc031qrh.2"	80022	"ENSG00000248905"	"FMN1"	"formin 1"
"chr15"	51318605	51319104	500	"*"	501	"*"	3.8	4.56	2.07	2.49	0.00192	0.0382	"Exon (uc059jfq.1/1588, exon 3 of 4)"	15	51208057	51338610	130554	2	"1588"	"uc001zza.5"	19506	"ENSG00000137869"	"CYP19A1"	"cytochrome P450 family 19 subfamily A member 1"
"chr22"	35394551	35395050	500	"*"	501	"*"	4.35	3.06	5.02	-1.96	0.00193	0.0382	"Distal Intergenic"	22	35400063	35425430	25368	1	"4174"	"uc003anu.5"	-5013	"ENSG00000100297"	"MCM5"	"minichromosome maintenance complex component 5"
"chr17"	14300884	14301383	500	"*"	501	"*"	6.9	7.22	6.48	0.74	0.00195	0.0385	"Promoter (<=1kb)"	17	14301083	14349144	48062	1	"9953"	"uc060bks.1"	0	"ENSG00000125430"	"HS3ST3B1"	"heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"chr18"	45521525	45522024	500	"*"	501	"*"	4.18	4.86	2.84	2.02	0.00195	0.0385	"Intron (uc010dnj.4/8170, intron 2 of 20)"	18	45212995	45682975	469981	1	"8170"	"uc010dnj.4"	308530	"ENSG00000132874"	"SLC14A2"	"solute carrier family 14 member 2"
"chr1"	240245085	240245584	500	"*"	501	"*"	4.77	3.8	5.34	-1.54	0.00195	0.0385	"Promoter (<=1kb)"	1	240245260	240329392	84133	1	"56776"	"uc057qrt.1"	0	"ENSG00000155816"	"FMN2"	"formin 2"
"chr2"	152334957	152335456	500	"*"	501	"*"	6.93	7.25	6.52	0.73	0.00195	0.0385	"Promoter (<=1kb)"	2	152335237	152649834	314598	1	"114793"	"uc002tye.3"	0	"ENSG00000157827"	"FMNL2"	"formin like 2"
"chr14"	30227433	30227932	500	"*"	501	"*"	3.95	4.69	2.34	2.35	0.00195	0.0385	"Intron (uc059alc.1/uc059alc.1, intron 1 of 2)"	14	29663812	30191898	528087	2	"5587"	"uc059aky.1"	-35535	"ENSG00000184304"	"PRKD1"	"protein kinase D1"
"chr18"	11948877	11949376	500	"*"	501	"*"	5.29	5.82	4.45	1.37	0.00195	0.0385	"Distal Intergenic"	18	11981025	12028118	47094	1	"3613"	"uc060nlt.1"	-31649	"ENSG00000141401"	"IMPA2"	"inositol monophosphatase 2"
"chr7"	27113394	27113893	500	"*"	501	"*"	4.4	3.21	5.05	-1.83	0.00196	0.0387	"Promoter (<=1kb)"	7	27110479	27113845	3367	2	"3200"	"uc064cfu.1"	0	"ENSG00000105997"	"HOXA3"	"homeobox A3"
"chr2"	216642769	216643268	500	"*"	501	"*"	3.88	4.62	2.29	2.34	0.00197	0.0387	"Intron (uc061sgc.1/3485, intron 1 of 2)"	2	216632828	216661917	29090	1	"3485"	"uc061sgc.1"	9941	"ENSG00000115457"	"IGFBP2"	"insulin like growth factor binding protein 2"
"chr14"	22966441	22966940	500	"*"	501	"*"	5.31	4.52	5.81	-1.29	0.00197	0.0388	"Intron (uc058zmn.1/54930, intron 1 of 4)"	14	22946270	22982258	35989	2	"54930"	"uc058zmn.1"	15318	"ENSG00000092036"	"HAUS4"	"HAUS augmin like complex subunit 4"
"chr16"	55499935	55500434	500	"*"	501	"*"	5.17	4.33	5.69	-1.37	0.00198	0.0388	"Intron (uc059uht.1/4313, intron 12 of 13)"	16	55389700	55506237	116538	1	"4313"	"uc059uht.1"	110235	"ENSG00000087245"	"MMP2"	"matrix metallopeptidase 2"
"chr7"	20330496	20330995	500	"*"	501	"*"	5.95	6.39	5.33	1.06	0.00198	0.0388	"Promoter (<=1kb)"	7	20330702	20410330	79629	1	"3696"	"uc011jyh.3"	0	"ENSG00000105855"	"ITGB8"	"integrin subunit beta 8"
"chr15"	96273743	96274242	500	"*"	501	"*"	4.1	2.63	4.82	-2.19	0.00199	0.039	"Intron (uc059nph.1/uc059nph.1, intron 3 of 3)"	15	96127369	96327021	199653	2	"644192"	"uc059npo.1"	52779	"ENSG00000247809"	"NR2F2-AS1"	"NR2F2 antisense RNA 1"
